1|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|243|MONUMENT:1
5|ARCHAEOLOGICAL HERITAGE (SITE).E27|SCIENTIFIC DATING METHOD.E55|DATING_10001|SCIENTIFIC DATING EVENT.E5-0
5|ARCHAEOLOGICAL HERITAGE (SITE).E27|SUMMARY.E62|Datierendes Material: ; |SUMMARY.E62-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|306|MONUMENT:6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1000|MONUMENT:6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|1162|MONUMENT:6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1001|MONUMENT:6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|12|MONUMENT:6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_2000|MONUMENT:6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|ADDRESS_TOWN/CITY.E45|Wolfhagen|ADDRESS-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPILER.E82|FETSCH|COMPILER.E82-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME TYPE.E55|NAME_TYPE_1|NAME.E41-6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME.E41|Wolfhagen|NAME.E41-6
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|SPATIAL COORDINATES_GEOMETRY.E47|POINT (9.12 51.33)|SPATIAL COORDINATES_GEOMETRY.E47-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|GEOMETRY QUALIFIER.E55|GEOMETRY_QUALIFIER_4|SPATIAL COORDINATES_GEOMETRY.E47-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|INVESTIGATION TYPE.E55|INVESTIGATION_TYPE_4_1|INVESTIGATION TYPE.E55-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_2100|COMPONENT.E18-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_3100111201|PHASE TYPE ASSIGNMENT.E17-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_2|PHASE TYPE ASSIGNMENT.E17-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_7|PHASE TYPE ASSIGNMENT.E17-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|SCIENTIFIC DATING METHOD.E55|DATING_10002|SCIENTIFIC DATING EVENT.E5-0
6|ARCHAEOLOGICAL HERITAGE (SITE).E27|SUMMARY.E62|Datierendes Material: ; |SUMMARY.E62-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|268|MONUMENT:7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1000|MONUMENT:7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|1122|MONUMENT:7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1001|MONUMENT:7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|1|MONUMENT:7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_2000|MONUMENT:7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|ADDRESS_TOWN/CITY.E45|Mardorf|ADDRESS-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPILER.E82|FETSCH|COMPILER.E82-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME TYPE.E55|NAME_TYPE_1|NAME.E41-7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME.E41|Mardorf|NAME.E41-7
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|SPATIAL COORDINATES_GEOMETRY.E47|POINT (8.90 50.75)|SPATIAL COORDINATES_GEOMETRY.E47-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|GEOMETRY QUALIFIER.E55|GEOMETRY_QUALIFIER_4|SPATIAL COORDINATES_GEOMETRY.E47-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|INVESTIGATION TYPE.E55|INVESTIGATION_TYPE_2_1_3|INVESTIGATION TYPE.E55-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_1|COMPONENT.E18-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_1310213|PHASE TYPE ASSIGNMENT.E17-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_1|PHASE TYPE ASSIGNMENT.E17-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|SCIENTIFIC DATING METHOD.E55|DATING_10001|SCIENTIFIC DATING EVENT.E5-0
7|ARCHAEOLOGICAL HERITAGE (SITE).E27|SUMMARY.E62||SUMMARY.E62-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|131|MONUMENT:8
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1000|MONUMENT:8
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|926|MONUMENT:8
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1001|MONUMENT:8
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|ADDRESS_TOWN/CITY.E45|Nidda|ADDRESS-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPILER.E82|FETSCH|COMPILER.E82-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME TYPE.E55|NAME_TYPE_1|NAME.E41-8
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME.E41|Nidda|NAME.E41-8
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|SPATIAL COORDINATES_GEOMETRY.E47|POINT (9.00 50.40)|SPATIAL COORDINATES_GEOMETRY.E47-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|GEOMETRY QUALIFIER.E55|GEOMETRY_QUALIFIER_4|SPATIAL COORDINATES_GEOMETRY.E47-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|INVESTIGATION TYPE.E55|INVESTIGATION_TYPE_4|INVESTIGATION TYPE.E55-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_2100|COMPONENT.E18-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_131001140102|PHASE TYPE ASSIGNMENT.E17-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_2|PHASE TYPE ASSIGNMENT.E17-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_7|PHASE TYPE ASSIGNMENT.E17-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|SCIENTIFIC DATING METHOD.E55|DATING_10002|SCIENTIFIC DATING EVENT.E5-0
8|ARCHAEOLOGICAL HERITAGE (SITE).E27|SUMMARY.E62|Datierendes Material: ; |SUMMARY.E62-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|41|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1000|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|906|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1001|MONUMENT:9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ADDRESS_TOWN/CITY.E45|Dauernheim|ADDRESS-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPILER.E82|FETSCH|COMPILER.E82-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME TYPE.E55|NAME_TYPE_1|NAME.E41-9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME.E41|Dauernheim|NAME.E41-9
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|SPATIAL COORDINATES_GEOMETRY.E47|POINT (8.94 50.36)|SPATIAL COORDINATES_GEOMETRY.E47-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|GEOMETRY QUALIFIER.E55|GEOMETRY_QUALIFIER_4|SPATIAL COORDINATES_GEOMETRY.E47-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|INVESTIGATION TYPE.E55|INVESTIGATION_TYPE_1_3|INVESTIGATION TYPE.E55-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_1|COMPONENT.E18-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_2100|COMPONENT.E18-1
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-1
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_1310213|PHASE TYPE ASSIGNMENT.E17-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_1|PHASE TYPE ASSIGNMENT.E17-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_131021312|PHASE TYPE ASSIGNMENT.E17-1
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_1|PHASE TYPE ASSIGNMENT.E17-1
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-1
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_1310213111101|PHASE TYPE ASSIGNMENT.E17-2
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_2|PHASE TYPE ASSIGNMENT.E17-2
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-2
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_13102131210|PHASE TYPE ASSIGNMENT.E17-3
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_2|PHASE TYPE ASSIGNMENT.E17-3
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-3
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_13102131211|PHASE TYPE ASSIGNMENT.E17-4
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_2|PHASE TYPE ASSIGNMENT.E17-4
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-4
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|SCIENTIFIC DATING METHOD.E55|DATING_2000|SCIENTIFIC DATING EVENT.E5-0
9|ARCHAEOLOGICAL HERITAGE (SITE).E27|SUMMARY.E62|Datierendes Material: ; |SUMMARY.E62-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|58|MONUMENT:10
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1000|MONUMENT:10
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF.E42|1003|MONUMENT:10
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|EXTERNAL XREF TYPE.E55|EXTERNAL_XREF_TYPE_1001|MONUMENT:10
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|ADDRESS_TOWN/CITY.E45|Eltville|ADDRESS-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPILER.E82|FETSCH|COMPILER.E82-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME TYPE.E55|NAME_TYPE_1|NAME.E41-10
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|NAME.E41|Eltville|NAME.E41-10
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|SPATIAL COORDINATES_GEOMETRY.E47|POINT (8.12 50.04)|SPATIAL COORDINATES_GEOMETRY.E47-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|GEOMETRY QUALIFIER.E55|GEOMETRY_QUALIFIER_5000|SPATIAL COORDINATES_GEOMETRY.E47-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|INVESTIGATION TYPE.E55|INVESTIGATION_TYPE_4_1|INVESTIGATION TYPE.E55-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_1|COMPONENT.E18-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL COMPONENT TYPE.E55|ARCHAEOLOGICAL_COMPONENT_ARCHAEOLOGICAL_COMPONENT_2200|COMPONENT.E18-1
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|COMPONENT CERTAINTY TYPE.E55|COMPONENT_CERTAINTY_1|COMPONENT.E18-1
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|CULTURAL PERIOD.E55|PERIOD_1310213|PHASE TYPE ASSIGNMENT.E17-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|PHASE TYPE ASSIGNMENT CERTAINTY TYPE.E55|PHASE_TYPE_ASSIGNMENT_CERTAINTY_2|PHASE TYPE ASSIGNMENT.E17-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|ARCHAEOLOGICAL HERITAGE (SITE) TYPE.E55|SITE_3001|PHASE TYPE ASSIGNMENT.E17-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|SCIENTIFIC DATING METHOD.E55|DATING_10001|SCIENTIFIC DATING EVENT.E5-0
10|ARCHAEOLOGICAL HERITAGE (SITE).E27|SUMMARY.E62||SUMMARY.E62-0